case_hash,feasibility,stop_reason,success_time,last_valid_time,th_startup,startup_result,shutdown_status,E_aux_total_J,charge_C_cm2,wall_s,nfev,mass_residual,energy_residual,exception,V_min,ice_max,delta_T_max,candidate_id,numerically_accepted,config_requested,code_hash,evaluation,best_so_far,protocol_json
83ac3a1b51abebe8,infeasible,charge,,84.37325877677216,0.0,charge,charge,0.0,19.999999999999996,4.515888100024313,1054,8.419079660681376e-14,6.368613543695116e-16,,0.5259709710388668,4.724174650514389e-20,8.142428335553973,q2_step_f4a4106868d35780d632,True,83ac3a1b51abebe8,904567fd11d251fb,11,inf,"{""kind"": ""step"", ""params"": [0.04559931780162419, 0.25602950524606227, 0.37990793014268354, 26.532493339075845, 52.23534735743133], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,88.67361153452619,0.0,charge,charge,0.0,20.0,3.160341500013601,737,1.596942585889363e-14,4.2457423624634106e-16,,0.5981392300488361,4.1327906627339106e-19,5.8210831730817745,q2_step_7c5aabe463267d2e6e68,True,83ac3a1b51abebe8,904567fd11d251fb,12,inf,"{""kind"": ""step"", ""params"": [0.21913815118576507, 0.23054022633711027, 0.3345432679174035, 38.83805951291343, 119.1459738610785], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,62.37882133945851,0.0,charge,charge,0.0,20.0,4.167085099965334,938,3.9254598669516356e-14,4.511101260117373e-16,,0.5267811367295602,7.249964372964438e-19,7.653783460237662,q2_step_35c79339b5245c7bc88b,True,83ac3a1b51abebe8,904567fd11d251fb,13,inf,"{""kind"": ""step"", ""params"": [0.26069153913618526, 0.32081714952355245, 0.40808353409895615, 7.754318367870629, 57.17593050753856], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,100.76464097899313,0.0,charge,charge,0.0,19.999999999999996,4.591387899999972,1112,1.680462494423889e-14,5.307177953079263e-16,,0.49403402785216305,2.9837128247980223e-19,5.57689701468405,q2_step_406539a56866e3bba4ba,True,83ac3a1b51abebe8,904567fd11d251fb,14,inf,"{""kind"": ""step"", ""params"": [0.1526787968628553, 0.19169528810575392, 0.41357845473040866, 8.77999569568186, 96.138522840123], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,116.82794561949098,0.0,charge,charge,0.0,19.999999999999996,3.9117930000065826,941,1.5059772959693386e-13,4.2457423624634106e-16,,0.5094817649566443,7.050501041674989e-20,6.823592761755151,q2_step_34fc3e1dd9ad5aa77353,True,83ac3a1b51abebe8,904567fd11d251fb,15,inf,"{""kind"": ""step"", ""params"": [0.09135974726795762, 0.3095188436311419, 0.3893665561794872, 74.07644650784293, 118.62872494783133], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,90.25537219549028,0.0,charge,charge,0.0,20.0,4.1838294000481255,942,2.846079701834748e-14,5.837895748387189e-16,,0.5330623384975899,1.1004605511195828e-18,6.208615670384859,q2_step_5f95f9ef234e9f559257,True,83ac3a1b51abebe8,904567fd11d251fb,16,inf,"{""kind"": ""step"", ""params"": [0.20462429787358824, 0.34428849272135753, 0.38329394403646155, 79.28937023022101, 111.63900004265125], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,85.95391403287339,0.0,charge,charge,0.0,20.0,4.39756309997756,1074,3.967633512299947e-15,2.9189478741935946e-16,,0.5451616937881432,6.620800647609581e-20,6.8288130860877345,q2_step_2fea6891051a255d0ca8,True,83ac3a1b51abebe8,904567fd11d251fb,17,inf,"{""kind"": ""step"", ""params"": [0.1785459116796972, 0.29029239403039997, 0.3507821786390667, 46.31835265173736, 82.24840412446345], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,73.56204244203605,0.0,charge,charge,0.0,20.0,3.296040399989579,782,1.5904034451293263e-14,3.184306771847558e-16,,0.5668365920849069,1.5932716530792868e-19,7.135616411699232,q2_step_7a88539c7f8b7db8cedb,True,83ac3a1b51abebe8,904567fd11d251fb,18,inf,"{""kind"": ""step"", ""params"": [0.16985624973320157, 0.30076711865855305, 0.4391859784454416, 16.232751072343188, 94.98684262553488], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,79.05886508927982,0.0,charge,charge,0.0,20.0,4.344752500008326,1039,7.209307938458294e-14,3.184306771847558e-16,,0.4914716628906076,9.972908273526961e-20,8.293751867558285,q2_step_1860dfab55e7fa6c45da,True,83ac3a1b51abebe8,904567fd11d251fb,19,inf,"{""kind"": ""step"", ""params"": [0.0063365529946150054, 0.13540902555267317, 0.39827658147894385, 4.542205171311586, 41.469632235990794], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,73.12066204661897,0.0,charge,charge,0.0,20.0,3.5514479000121355,841,7.008680981697641e-14,2.1228711812317053e-16,,0.5770840098873348,4.43983647908078e-19,6.881266541549508,q2_step_34f4a9bd4da295844c5a,True,83ac3a1b51abebe8,904567fd11d251fb,20,inf,"{""kind"": ""step"", ""params"": [0.22720448799080817, 0.27371536455714757, 0.28653246870963306, 12.632967656714053, 28.389674159115796], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,66.67595560564595,0.0,charge,charge,0.0,20.0,4.215725599962752,941,2.768147845017716e-14,4.776460157771337e-16,,0.5332013570842812,4.681209168918141e-19,7.4642094307191655,q2_step_45a1a7f7003d0254f34b,True,83ac3a1b51abebe8,904567fd11d251fb,21,inf,"{""kind"": ""step"", ""params"": [0.15703674474146997, 0.3018318311105661, 0.3860800105818079, 4.950652614513208, 59.65023225924457], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,103.96579883103932,0.0,charge,charge,0.0,20.0,4.04922779998742,904,6.653166916953347e-14,4.2457423624634106e-16,,0.43488372638004863,2.438018177099062e-19,6.649125724049554,q2_step_6f802608734303662557,True,83ac3a1b51abebe8,904567fd11d251fb,22,inf,"{""kind"": ""step"", ""params"": [0.024224651545610137, 0.2663083954292094, 0.3237049154139073, 31.75333024387685, 115.26244076904554], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,voltage,,56.88156602502154,0.0,voltage,voltage,0.0,1.1387029412437788,1.9152920999913476,468,1.4115202911035762e-14,2.6701739076430044e-16,,0.16655204102423643,5.1753164155256083e-20,0.18760698807841436,q2_step_6741e934fb2f25a8cff6,True,83ac3a1b51abebe8,904567fd11d251fb,23,inf,"{""kind"": ""step"", ""params"": [0.020018839508442448, 0.16474340866802906, 0.27912108852088874, 56.88156602502154, 78.93907075993528], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,95.42226156211184,0.0,charge,charge,0.0,19.999999999999996,4.5910709000309,1127,2.621424280255102e-13,3.184306771847558e-16,,0.512995616315839,3.6853373682460934e-19,7.57138804895385,q2_step_d11666fe2c71a6b20c59,True,83ac3a1b51abebe8,904567fd11d251fb,24,inf,"{""kind"": ""step"", ""params"": [0.13144233461390614, 0.26959445592082737, 0.4028646302532078, 63.93676950682842, 72.1035583047953], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,113.60951732515151,0.0,charge,charge,0.0,20.0,4.752521599992178,1136,8.961467138196599e-14,3.184306771847558e-16,,0.5342658645475665,4.526292048429553e-19,6.894139909993214,q2_step_27b99cfc4c278f58684b,True,83ac3a1b51abebe8,904567fd11d251fb,25,inf,"{""kind"": ""step"", ""params"": [0.08658556190863095, 0.26694517640690696, 0.34006829172307906, 63.08426492998204, 99.24550869024802], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,118.90930055728748,0.0,charge,charge,0.0,19.999999999999996,4.943239899992477,1212,1.0058319141891769e-13,7.430049134310968e-16,,0.4687580155975202,1.3936104720245112e-18,5.685714640566744,q2_step_9cfe5f752c9a8cf374ef,True,83ac3a1b51abebe8,904567fd11d251fb,26,inf,"{""kind"": ""step"", ""params"": [0.09403815677249013, 0.17373817592677882, 0.4531404858108458, 31.105083753549007, 112.39542888544439], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,53.95515244683757,0.0,charge,charge,0.0,20.0,12.129271499987226,2032,9.606274593801816e-13,9.552920315542674e-16,,0.5421516182240538,0.001451441406389825,8.638977142626231,q2_step_abc9bbfdecc1ceb9a593,True,83ac3a1b51abebe8,904567fd11d251fb,27,inf,"{""kind"": ""step"", ""params"": [0.27625099975641093, 0.33115513392314466, 0.4304918816258091, 17.02992822198811, 23.075464914129654], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,114.82365401784449,0.0,charge,charge,0.0,20.0,4.118961500003934,993,2.2536661071161823e-14,3.184306771847558e-16,,0.5872773234428463,7.8896809660477555e-19,5.23150253631195,q2_step_540d3d4e5b5ef8996b37,True,83ac3a1b51abebe8,904567fd11d251fb,28,inf,"{""kind"": ""step"", ""params"": [0.07599031791753105, 0.09672603595474119, 0.2030662521520779, 5.495970794335964, 30.118860893933636], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,69.03665766987896,0.0,charge,charge,0.0,20.0,4.021434599999338,892,1.0303764189189514e-13,7.430049134310968e-16,,0.4826184563386212,7.4188352457576785e-19,8.038105925495074,q2_step_c73775638f31172ac389,True,83ac3a1b51abebe8,904567fd11d251fb,29,inf,"{""kind"": ""step"", ""params"": [0.23744823816096336, 0.47783285407011755, 0.4973162286853996, 54.03000986871929, 89.33392476211127], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,107.34323860281766,0.0,charge,charge,0.0,20.0,4.138517200015485,996,1.0535606203064849e-13,5.307177953079263e-16,,0.5988477912742495,9.18262151086268e-19,5.440237126804902,q2_step_7287f59d9442e8aa3304,True,83ac3a1b51abebe8,904567fd11d251fb,30,inf,"{""kind"": ""step"", ""params"": [0.057361169064143944, 0.18918820352757243, 0.21722194201080752, 10.738811344964732, 67.83401717547935], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,91.14581156950412,0.0,charge,charge,0.0,20.0,4.20516700000735,984,4.4133377076947446e-15,5.837895748387189e-16,,0.5018839259660839,7.230737445549873e-19,6.736274341954015,q2_step_a8b1a7173a942067aeb7,True,83ac3a1b51abebe8,904567fd11d251fb,31,inf,"{""kind"": ""step"", ""params"": [0.18559640844877992, 0.39851593641771094, 0.43202309870009453, 76.66304074539843, 91.93851538712555], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,49.36392514188152,0.0,charge,charge,0.0,20.0,12.020343300013337,1777,1.3353771725446429e-12,9.552920315542674e-16,,0.5424545087517034,0.0019114542308181273,8.738138755010652,q2_step_e50128d4dc605173030a,True,83ac3a1b51abebe8,904567fd11d251fb,32,inf,"{""kind"": ""step"", ""params"": [0.35001554183523265, 0.44167258922406355, 0.4484832037960798, 19.667801691562406, 66.4418615012261], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,71.97020343427334,0.0,charge,charge,0.0,19.999999999999996,13.760910699958913,2323,9.890063900397708e-14,3.184306771847558e-16,,0.39027260674510644,0.0015996548717971207,9.256801441039329,q2_step_5144017544f3792d92d7,True,83ac3a1b51abebe8,904567fd11d251fb,33,inf,"{""kind"": ""step"", ""params"": [0.008575867434169443, 0.31030227047778064, 0.4539158766905988, 24.13197833584581, 37.511508191533785], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,264.3895048180659,0.0,charge,charge,0.0,20.0,5.643272000015713,1453,3.9325871392098555e-14,5.307177953079263e-16,,0.66416810919066,1.1465133173007284e-19,2.103903065215775,q2_step_7880cfbfe4f30cf9caa5,True,83ac3a1b51abebe8,904567fd11d251fb,34,inf,"{""kind"": ""step"", ""params"": [0.066697773745292, 0.06805002146396427, 0.08104274442543424, 68.25622038877549, 102.71532406173172], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,voltage,,69.28824784347651,0.0,voltage,voltage,0.0,2.607407254240681,2.550585399963893,631,2.6781265837460474e-15,2.4379848721957865e-16,,0.2932946580642142,1.9459558512609545e-20,0.7061517055189483,q2_step_affbaa02d0f791897cdf,True,83ac3a1b51abebe8,904567fd11d251fb,35,inf,"{""kind"": ""step"", ""params"": [0.03188819370974098, 0.04351132767039408, 0.3788857783600768, 35.052198723984645, 69.28824784347651], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,109.9275962026679,0.0,charge,charge,0.0,20.0,4.752244500035886,1121,5.1449289889488153e-14,7.430049134310968e-16,,0.5395687010392067,4.952538963680713e-19,5.467437521723184,q2_step_882239387ceb765bf255,True,83ac3a1b51abebe8,904567fd11d251fb,36,inf,"{""kind"": ""step"", ""params"": [0.13941094213144287, 0.19283702424397156, 0.3264393458835452, 38.42594248327241, 103.5292266694394], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,97.5184591983342,0.0,charge,charge,0.0,20.0,4.200550900015514,955,2.1857585797181044e-14,9.552920315542674e-16,,0.5448044753228877,4.1841848478642905e-20,5.675125052559622,q2_step_40e9033dd823814f04b1,True,83ac3a1b51abebe8,904567fd11d251fb,37,inf,"{""kind"": ""step"", ""params"": [0.19427421685782384, 0.31716955123019247, 0.4731869451856928, 88.93654097134656, 108.98980266027554], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,136.45038648765777,0.0,charge,charge,0.0,19.999999999999996,4.951402499980759,1182,1.6829340971915584e-14,4.2457423624634106e-16,,0.49276877996074564,2.3727850999571723e-19,6.0368864220630485,q2_step_d0c404d65b8770357135,True,83ac3a1b51abebe8,904567fd11d251fb,38,inf,"{""kind"": ""step"", ""params"": [0.10792779317355891, 0.12462436660413416, 0.35896088807537435, 110.0161871148455, 115.83110645625084], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,charge,,163.84844187998286,0.0,charge,charge,0.0,20.0,5.030225299997255,1237,5.845194834549011e-14,5.307177953079263e-16,,0.5593246386704801,3.1104671103872936e-19,5.2259831517417865,q2_step_f444cd627e84b3032adb,True,83ac3a1b51abebe8,904567fd11d251fb,39,inf,"{""kind"": ""step"", ""params"": [0.04433700800934043, 0.0818027451910772, 0.20726954438567752, 67.51201631960731, 91.11099119534731], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
83ac3a1b51abebe8,infeasible,voltage,,48.37545519244475,0.0,voltage,voltage,0.0,1.6369657540126796,1.8845729000167921,432,3.4569769689726865e-14,2.7261480501168873e-16,,0.1945453092274513,1.0825517692716959e-19,0.3987968708546532,q2_step_1c2ff7b38f1cf32dc207,True,83ac3a1b51abebe8,904567fd11d251fb,40,inf,"{""kind"": ""step"", ""params"": [0.03383876694287599, 0.4563881778424487, 0.4837257840195456, 48.37545519244475, 50.89835080103005], ""powers"": [0.0, 0.0, 0.0, 0.0, 0.0], ""heat_off"": 0.0, ""load_start"": 0.0, ""times"": null, ""currents"": null}"
