model,temp_C,run,time_s,phi_max,phi_layer,phi_x_um,saturation_max,saturation_layer,saturation_x_um,phi_cCL_max,phi_MEA_mean,saturation_at_phi_peak,gas_pore_min,occupied_pore_max,T_max_C,T_mean_C,V,ice_coverage_voltage_loss_mV,freeze_rate_kg_m2_s,melt_rate_kg_m2_s,produced_kg_m2,outward_kg_m2,bound_delta_kg_m2,mi_kg_m2,ml_kg_m2,mv_kg_m2,mb_kg_m2,active_fraction,lambda_cCL,mass_residual,activation_V,ohmic_V,cl_ohmic_V,concentration_V,reversible_V,phi_layer0_max,phi_layer1_max,phi_layer2_max,phi_layer3_max,phi_layer4_max
原模型14格,-20,frozen_model_fb5ef35a0c2aef1b8d4d,2.0,2.2050184124676875e-20,阴极催化层,171.0499999999999,5.241308325333224e-20,阴极催化层,171.0499999999999,2.2050184124676875e-20,2.7709841055813902e-21,5.241308325333224e-20,0.3916,5.241308325333224e-20,-20.028711075801,-20.06516366390136,0.7850195761917755,0.0,0.0,0.0,1.2217450383553513e-05,0.00011404348798020626,-0.00010184923357912934,8.328580667099649e-22,0.0,2.3195982476513686e-08,0.0018033517664208703,1.0,2.827083124060437,2.6468160131707475e-14,0.4720503784472858,0.0017496573734371453,0.0,1.4871908759059697e-06,1.2588210992033744,1.6752042933006718e-20,2.0361265640624187e-22,0.0,2.2050184124676875e-20,0.0
原模型14格,-20,frozen_model_fb5ef35a0c2aef1b8d4d,2.2,2.1234976251122886e-20,阴极催化层,171.0499999999999,5.0475341695086486e-20,阴极催化层,171.0499999999999,2.1234976251122886e-20,2.6890087946827476e-21,5.0475341695086486e-20,0.3916,5.0475341695086486e-20,-20.03154071302447,-20.069023273601687,0.791971805603785,0.0,0.0,0.0,1.3429477669954787e-05,0.00012482312372318999,-0.00011141650325412634,8.082192393650252e-22,0.0,2.285720089113571e-08,0.0017937844967458733,1.0,2.812467132981179,2.6468160131707475e-14,0.46534191430002453,0.0015097761124004717,0.0,1.2746674299646087e-06,1.25882477068364,1.6721720402892384e-20,1.9338500506279503e-22,0.0,2.1234976251122886e-20,0.0
原模型14格,-20,frozen_model_fb5ef35a0c2aef1b8d4d,2.4000000000000004,1.9694617624987576e-20,阴极催化层,171.0499999999999,4.6813923520293736e-20,阴极催化层,171.0499999999999,1.9694617624987576e-20,2.575218444278909e-21,4.6813923520293736e-20,0.3916,4.6813923520293736e-20,-20.03384442253241,-20.0720440715628,0.7919534975349917,0.0,0.0,0.0,1.4549212586854445e-05,0.00013549388358966374,-0.00012096730589592863,7.740179564862458e-22,0.0,2.2634893119280162e-08,0.001784233694104071,1.0,2.797215828530062,2.6468160131707475e-14,0.4653527875102715,0.0015198633033902018,0.0,1.2746630063617452e-06,1.2588274230116596,1.6713763528721435e-20,1.9616759904454625e-22,0.0,1.9694617624987576e-20,0.0
原模型14格,-20,frozen_model_fb5ef35a0c2aef1b8d4d,2.6000000000000005,1.9693417327989704e-20,阴极催化层,171.0499999999999,4.6811070425456864e-20,阴极催化层,171.0499999999999,1.9693417327989704e-20,2.57000324371449e-21,4.6811070425456864e-20,0.3916,4.6811070425456864e-20,-20.036074064071528,-20.07483469347403,0.7919361109258359,0.0,0.0,0.0,1.56685445558394e-05,0.0001460766393830053,-0.00013043051683456252,7.72450454943802e-22,0.0,2.2422007396669552e-08,0.001774770483165437,1.0,2.782291367805377,2.6468160131707475e-14,0.46536238391590556,0.0015300054901119383,0.0,1.2746598608860872e-06,1.2588297749917143,1.6713737904061608e-20,1.960418933644905e-22,0.0,1.9693417327989704e-20,0.0
原模型14格,-20,frozen_model_fb5ef35a0c2aef1b8d4d,2.8000000000000003,1.9687432335691207e-20,阴极催化层,171.0499999999999,4.6796844154245793e-20,阴极催化层,171.0499999999999,1.9687432335691207e-20,2.5665552566241806e-21,4.6796844154245793e-20,0.3916,4.6796844154245793e-20,-20.038302323271807,-20.07758105982157,0.791918773449338,0.0,0.0,0.0,1.6787888019613993e-05,0.00015658063674897627,-0.00013981496336562494,7.714141141519899e-22,0.0,2.2214636262673378e-08,0.0017653860366343747,1.0,2.7676335029333794,2.6468160131707475e-14,0.4653718169543537,0.0015402213922179778,0.0,1.2746568406921635e-06,1.2588320864527505,1.6713627321705514e-20,1.9619321462815975e-22,0.0,1.9687432335691207e-20,0.0
原模型14格,-20,frozen_model_fb5ef35a0c2aef1b8d4d,3.0000000000000004,1.9538699925409266e-20,阴极催化层,171.0499999999999,4.644330859379431e-20,阴极催化层,171.0499999999999,1.9538699925409266e-20,2.563484455899073e-21,4.644330859379431e-20,0.3916,4.644330859379431e-20,-20.040529497701954,-20.080282195417254,0.7919014978548123,0.0,0.0,0.0,1.7907231243685248e-05,0.00016700364430696657,-0.0001491184253708418,7.704911420028488e-22,0.0,2.2012307560397627e-08,0.0017560825746291578,1.0,2.7532294686745034,2.6468160131707475e-14,0.4653810740377115,0.0015505087324900893,0.0,1.2746538061196707e-06,1.2588343552788201,1.67135558273768e-20,1.9631199092793032e-22,0.0,1.9538699925409266e-20,0.0
原模型14格,-20,frozen_model_fb5ef35a0c2aef1b8d4d,3.2,1.8722809684615787e-20,阴极催化层,171.0499999999999,4.450394505494601e-20,阴极催化层,171.0499999999999,1.8722809684615787e-20,2.5445847733632548e-21,4.450394505494601e-20,0.3916,4.450394505494601e-20,-20.0427536763124,-20.082938699303497,0.7918842806112735,0.0,0.0,0.0,1.902657580910259e-05,0.000177346666799509,-0.00015834190582605327,7.648105778211535e-22,0.0,2.181483564685614e-08,0.0017468590941739463,1.0,2.739059603250485,2.6468160131707475e-14,0.4653901607349688,0.001560866512052941,0.0,1.2746508066992012e-06,1.258836582509102,1.6713561515613625e-20,1.9648922909821982e-22,0.0,1.8722809684615787e-20,0.0
原模型14格,-20,frozen_model_fb5ef35a0c2aef1b8d4d,3.4000000000000004,1.6949500541414546e-20,阴极催化层,171.0499999999999,4.02888056606003e-20,阴极催化层,171.0499999999999,1.6949500541414546e-20,2.502013106246641e-21,4.02888056606003e-20,0.3916,4.02888056606003e-20,-20.044973629743765,-20.085550760895984,0.7918671222557044,0.0,0.0,0.0,2.014591855608289e-05,0.00018760987262071105,-0.00016748557605236357,7.520150672659155e-22,0.0,2.1621987735468056e-08,0.001737715423947636,1.0,2.725107021273099,2.6468160131707475e-14,0.46539907794983953,0.0015712935228654017,0.0,1.2746478426587946e-06,1.258838768376252,1.6713718691864145e-20,1.966784297555204e-22,0.0,1.6949500541414546e-20,0.0
原模型14格,-20,frozen_model_fb5ef35a0c2aef1b8d4d,3.6000000000000005,1.7215766316146906e-20,阳极气体扩散层,75.0,3.67373973594542e-20,阴极催化层,171.0499999999999,1.5455423069122384e-20,2.5430893396184255e-21,2.151970789518363e-20,0.3916,3.67373973594542e-20,-20.04717936141506,-20.088106621000804,0.7918500586333157,0.0,0.0,0.0,2.126568352598658e-05,0.00019779428366759793,-0.00017655003519453645,7.643611042730723e-22,0.0,2.143505292509295e-08,0.0017286509648054631,1.0,2.711359474420253,2.6468160131707475e-14,0.4654077775631436,0.001581788113914399,0.0,1.2746454549544538e-06,1.2588408989558286,1.7215766316146906e-20,1.960140788246089e-22,0.0,1.5455423069122384e-20,0.0
原模型14格,-20,frozen_model_fb5ef35a0c2aef1b8d4d,3.8000000000000003,1.7424295742607053e-20,阳极气体扩散层,75.0,3.587186652965678e-20,阴极催化层,171.0499999999999,1.5091294249026607e-20,2.570748934962855e-21,2.1780369678258817e-20,0.3916,3.587186652965678e-20,-20.048528070170732,-20.089262382971697,0.78484983555374,0.0,0.0,0.0,2.2474564923377875e-05,0.00020791834622673277,-0.00018546515277915922,7.726745828881757e-22,0.0,2.1371475804367103e-08,0.0017197358472208404,1.0,2.698696778526025,2.6468160131707475e-14,0.4721323038836275,0.0018577019475483625,0.0,1.4871594115504545e-06,1.2588413285443274,1.7424295742607053e-20,1.96540677249162e-22,0.0,1.5091294249026607e-20,0.0
原模型14格,-20,frozen_model_fb5ef35a0c2aef1b8d4d,4.0,1.7338560808392685e-20,阳极气体扩散层,75.0,3.552126912249338e-20,阴极催化层,171.0499999999999,1.4943797919832966e-20,2.555953712895479e-21,2.1673201010490855e-20,0.3916,3.552126912249338e-20,-20.051341581790126,-20.092743543347154,0.7918173106666172,0.0,0.0,0.0,2.3690077781992153e-05,0.00021796960366593694,-0.00019430061230205227,7.682276717627167e-22,0.0,2.108641810744734e-08,0.0017109003876979473,1.0,2.686114772564473,2.6468160131707475e-14,0.46542306898321784,0.001603010149291015,0.0,1.274640316204902e-06,1.2588446644394422,1.7338560808392685e-20,1.9623234063398358e-22,0.0,1.4943797919832966e-20,0.0
原模型14格,-20,frozen_model_fb5ef35a0c2aef1b8d4d,4.2,1.7360576328594373e-20,阳极气体扩散层,75.0,3.553432349070607e-20,阴极催化层,171.0499999999999,1.4949289892540045e-20,2.559397444761528e-21,2.1700720410742965e-20,0.3916,3.553432349070607e-20,-20.053600000516383,-20.095351910468338,0.7917996039757371,0.0,0.0,0.0,2.480998768650702e-05,0.00022792553479166402,-0.0002031364535645488,7.69262733587304e-22,0.0,2.0906459391902146e-08,0.0017020645464354508,1.0,2.6727048558100654,2.6468160131707475e-14,0.46543234431819736,0.0016137030874410617,0.0,1.274636600742995e-06,1.2588469260179762,1.7360576328594373e-20,1.9564696518177686e-22,0.0,1.4949289892540045e-20,0.0
原模型14格,-20,frozen_model_fb5ef35a0c2aef1b8d4d,4.4,1.735754421000605e-20,阳极气体扩散层,75.0,3.553449435288766e-20,阴极催化层,171.0499999999999,1.494936177425984e-20,2.5589167301765245e-21,2.169693026250756e-20,0.3916,3.553449435288766e-20,-20.05572293685077,-20.097668474507003,0.7917830048223928,0.0,0.0,0.0,2.593274375227831e-05,0.00023780688607658552,-0.00021189488335443497,7.691182480887766e-22,0.0,2.0741030127802382e-08,0.0016933061166455646,1.0,2.659520903426363,2.6468160131707475e-14,0.46544009691769844,0.0016244388837307205,0.0,1.2746371145779852e-06,1.2588488152609365,1.735754421000605e-20,1.9579566860962472e-22,0.0,1.494936177425984e-20,0.0
原模型14格,-20,frozen_model_fb5ef35a0c2aef1b8d4d,4.6000000000000005,1.7351966944955292e-20,阳极气体扩散层,75.0,3.487483934392997e-20,阴极催化层,171.0499999999999,1.467184491199134e-20,2.849821652677792e-21,2.1689958681194113e-20,0.3916,3.487483934392997e-20,-20.05704059093199,-20.098679657943336,0.7847760061435942,0.0,0.0,0.0,2.714727434488966e-05,0.0002476395238353621,-0.00022051293433309046,8.565537952154477e-22,0.0,2.0684842617939614e-08,0.0016846880656669091,1.0,2.6474023576086863,2.6468160131707475e-14,0.4721638751963665,0.0019077509931544013,0.0,1.487149342459797e-06,1.2588491194824576,1.7351966944955292e-20,5.914983222970894e-21,0.0,1.467184491199134e-20,0.0
