temp_C,time_s,x_um,layer,phi,saturation,liquid_bulk,gas_pore,T_C
-20,19.2,109.37500000000004,阳极气体扩散层,2.05932465778223e-22,2.574155822227787e-22,0.0,0.8,-17.429004457342785
-20,19.2,115.62500000000004,阳极气体扩散层,-2.517034408362802e-22,-3.146293010453502e-22,0.0,0.8,-17.424504910339607
-20,19.2,121.87500000000003,阳极气体扩散层,3.4384659957154964e-22,4.29808249464437e-22,0.0,0.8,-17.421122205941543
-20,19.2,128.125,阳极气体扩散层,-1.234054267363956e-21,-1.542567834204945e-21,0.0,0.8,-17.41885635086922
-20,19.2,134.375,阳极气体扩散层,-1.056362450156544e-22,-1.32045306269568e-22,0.0,0.8,-17.417707351608982
-20,19.2,140.625,阳极气体扩散层,-4.225963398679085e-21,-5.282454248348857e-21,0.0,0.8,-17.41767521441247
-20,19.2,146.87499999999997,阳极气体扩散层,9.112621404983542e-21,1.1390776756229427e-20,0.0,0.8,-17.418759945296557
-20,19.2,150.14166666666665,阳极催化层,1.7334560979590253e-20,4.426598820120085e-20,0.0,0.3916,-17.41990455147416
-20,19.2,150.42499999999998,阳极催化层,1.3582489632700819e-19,3.468460069637594e-19,0.0,0.3916,-17.419988588617628
-20,19.2,150.70833333333331,阳极催化层,-3.20310794552105e-20,-8.179540208174285e-20,0.0,0.3916,-17.420069030703957
-20,19.2,150.99166666666665,阳极催化层,1.581164083264246e-22,4.0377019490915373e-22,0.0,0.3916,-17.42014577340899
-20,19.2,151.27499999999998,阳极催化层,-5.959008451675036e-21,-1.5217079805094575e-20,0.0,0.3916,-17.420218632377896
-20,19.2,151.5583333333333,阳极催化层,-1.4765257054990554e-20,-3.7704946514276186e-20,0.0,0.3916,-17.42028733997833
-20,19.2,151.84166666666664,阳极催化层,-1.2223439155158236e-20,-3.1214093858933185e-20,0.0,0.3916,-17.420351540681963
-20,19.2,152.12499999999997,阳极催化层,1.8847168417570873e-20,4.812862210819937e-20,0.0,0.3916,-17.420410784932812
-20,19.2,152.4083333333333,阳极催化层,1.5410728901695783e-20,3.935324030055103e-20,0.0,0.3916,-17.420464521305036
-20,19.2,152.69166666666663,阳极催化层,-1.8612182453967054e-20,-4.752855580686173e-20,0.0,0.3916,-17.420512086688035
-20,19.2,152.97499999999997,阳极催化层,-5.3130257769771895e-21,-1.3567481555100076e-20,0.0,0.3916,-17.42055269415232
-20,19.2,153.2583333333333,阳极催化层,3.42016812716761e-23,8.733830763962232e-23,0.0,0.3916,-17.420585418042776
-20,19.2,153.77499999999995,质子交换膜,0.0,0.0,0.0,0.0,-17.420626217974387
-20,19.2,154.52499999999995,质子交换膜,0.0,0.0,0.0,0.0,-17.420695820142925
-20,19.2,155.27499999999995,质子交换膜,0.0,0.0,0.0,0.0,-17.420777178369576
-20,19.2,156.02499999999992,质子交换膜,0.0,0.0,0.0,0.0,-17.420870288470212
-20,19.2,156.77499999999992,质子交换膜,0.0,0.0,0.0,0.0,-17.420975146084515
-20,19.2,157.52499999999992,质子交换膜,0.0,0.0,0.0,0.0,-17.42109174666777
-20,19.2,158.2749999999999,质子交换膜,0.0,0.0,0.0,0.0,-17.421220085482105
-20,19.2,159.0249999999999,质子交换膜,0.0,0.0,0.0,0.0,-17.421360157587515
-20,19.2,159.7749999999999,质子交换膜,0.0,0.0,0.0,0.0,-17.42151195783171
-20,19.2,160.52499999999986,质子交换膜,0.0,0.0,0.0,0.0,-17.42167548084001
-20,19.2,161.27499999999986,质子交换膜,0.0,0.0,0.0,0.0,-17.421850721003864
-20,19.2,162.02499999999986,质子交换膜,0.0,0.0,0.0,0.0,-17.422037672469344
-20,19.2,162.77499999999986,质子交换膜,0.0,0.0,0.0,0.0,-17.4222363291245
-20,19.2,163.52499999999984,质子交换膜,0.0,0.0,0.0,0.0,-17.42244668458605
-20,19.2,164.27499999999984,质子交换膜,0.0,0.0,0.0,0.0,-17.42266873218523
