t_s,observed_K_s,model_K_s
34.3999999999999,0.308100157959417,0.3240298723104706
34.5999999999999,0.3067744542919477,0.3223457672261336
34.7999999999999,0.30542900940841533,0.32057727304891487
34.9999999999999,0.304085328928749,0.31899287173952173
35.1999999999999,0.30275252086972804,0.31749446001730813
35.3999999999999,0.30150536527649907,0.3168524933837434
35.5999999999999,0.3002850261143145,0.31479277184098725
35.7999999999999,0.2996516395065625,0.31371901576026706
35.9999999999999,0.29896579827688585,0.3124287819672831
36.1999999999999,0.2982434089121513,0.3115698471477995
36.3999999999999,0.2975549880811237,0.31127482121433586
36.5999999999999,0.29698543160582386,0.3116745947598831
