candidate,cache_hit,case_hash,feasibility,stop_reason,success_time,last_valid_time,th_startup,startup_result,shutdown_status,E_aux_total_J,charge_C_cm2,wall_s,nfev,mass_residual,energy_residual,exception,V_min,ice_max,delta_T_max,candidate_id,numerically_accepted,config_requested,code_hash,E_aux_to_success_J
fit_32d3c040969b2c022951,False,b2076f82d2f940d9,infeasible,voltage,,9.467682055804632,0.0,voltage,voltage,0.0,2.5176584445651278,4.795167000032961,1477,7.744363426734851e-12,9.098362296284979e-11,,-9.924244585846065e-16,0.02475573586839305,0.0,fit_32d3c040969b2c022951,True,b2076f82d2f940d9,3ebb7305e7395efa,
fit_f5a148b01c5b96fedc64,False,69ee69e2ec8830fd,infeasible,voltage,,9.645829597476487,0.0,voltage,voltage,0.0,2.724697776883701,4.894895899982657,1581,3.39966119329081e-12,1.6122676215787352e-09,,2.030168567979107e-16,0.02313729303056495,0.0,fit_f5a148b01c5b96fedc64,True,69ee69e2ec8830fd,3ebb7305e7395efa,
fit_34e2e110a9e2376718a4,False,f04d5bd8b7e18211,unresolved,horizon,,36.6,0.0,horizon,unresolved,0.0,6.423887132466776,7.111551899986807,2309,4.882298204119271e-12,2.1736506062128203e-10,,0.5212020342409349,0.1363814461622034,0.0,fit_34e2e110a9e2376718a4,True,f04d5bd8b7e18211,3ebb7305e7395efa,
fit_75ca3a79cd4be2015edf,False,cf4376961545ff0c,unresolved,horizon,,36.6,0.0,horizon,unresolved,0.0,6.423801798091303,7.178560399974231,2403,4.207274293529514e-11,3.3132481685657704e-09,,0.5789713631839554,0.07399993666825763,0.0,fit_75ca3a79cd4be2015edf,True,cf4376961545ff0c,3ebb7305e7395efa,
fit_2706b0553bc568aff6e1,False,683ce9cbb218c93c,infeasible,voltage,,9.198058807246813,0.0,voltage,voltage,0.0,2.221578784684848,4.163810600002762,1310,2.423710915089202e-12,1.0712519474771402e-10,,1.0023449084628488e-16,0.035044560797886155,0.0,fit_2706b0553bc568aff6e1,True,683ce9cbb218c93c,3ebb7305e7395efa,
fit_aa262f2f2cc07c0704ef,False,f29faee44d953cb8,infeasible,voltage,,9.336419940109254,0.0,voltage,voltage,0.0,2.371515771923563,4.293152600002941,1366,3.595649525198125e-12,2.594237792067921e-10,,-2.8406096919120216e-16,0.0342759641308483,0.0,fit_aa262f2f2cc07c0704ef,True,f29faee44d953cb8,3ebb7305e7395efa,
fit_b4635d2be5829904df89,False,7b73ee5abb79e9dd,infeasible,voltage,,9.643508977460776,0.0,voltage,voltage,0.0,2.7219450967497334,4.657657000003383,1556,1.5227352363674594e-12,1.5293719250303168e-09,,9.741556519782257e-17,0.0231004106181634,0.0,fit_b4635d2be5829904df89,True,7b73ee5abb79e9dd,3ebb7305e7395efa,
fit_13b74fb3e17ef4c853da,False,42e86287cbe495d8,infeasible,voltage,,9.465563383599978,0.0,voltage,voltage,0.0,2.5152082362619477,4.9354029999813065,1458,9.018284125590658e-12,6.084359344914587e-11,,2.872051554914101e-16,0.024718236597308863,0.0,fit_13b74fb3e17ef4c853da,True,42e86287cbe495d8,3ebb7305e7395efa,
fit_1ad57dd085886ae88bd2,False,e23176beabb510c9,infeasible,voltage,,9.334234757903351,0.0,voltage,voltage,0.0,2.369008221523828,4.354390599997714,1379,3.648641100004806e-12,4.267726592486894e-10,,5.441610703704747e-16,0.03422662734841982,0.0,fit_1ad57dd085886ae88bd2,True,e23176beabb510c9,3ebb7305e7395efa,
fit_b20c46a693f6e204568e,False,51d8d1bde8f283e4,infeasible,voltage,,9.196147719739104,0.0,voltage,voltage,0.0,2.2195172415798337,4.679226700041909,1406,2.8023269726469596e-12,1.2333458183394142e-10,,9.378348791999613e-17,0.034999481421402426,0.0,fit_b20c46a693f6e204568e,True,51d8d1bde8f283e4,3ebb7305e7395efa,
fit_1d6921587ff95883a631,False,e6a4e74452abbe6f,infeasible,voltage,,9.753907559445338,0.0,voltage,voltage,0.0,2.854956267056521,5.250867300026584,1680,2.157669986268047e-11,3.248955004301365e-10,,-3.18104917407247e-16,0.02492619918016577,0.0,fit_1d6921587ff95883a631,True,e6a4e74452abbe6f,3ebb7305e7395efa,
fit_fccf806eae46bc885c7d,False,da73355291888561,infeasible,voltage,,9.56741067483664,0.0,voltage,voltage,0.0,2.6322441883451884,4.982567699975334,1532,2.5776488376262684e-12,8.505753120961569e-11,,-1.369347343849192e-16,0.02653236299326365,0.0,fit_fccf806eae46bc885c7d,True,da73355291888561,3ebb7305e7395efa,
fit_c8f10b16a47687ad414a,False,a93eb0bb7bca648f,infeasible,voltage,,9.435835954244808,0.0,voltage,voltage,0.0,2.4817241525965925,4.933381700015161,1571,2.440016470169822e-12,3.072051152050298e-10,,1.2321957690297758e-16,0.03648701494187063,0.0,fit_c8f10b16a47687ad414a,True,a93eb0bb7bca648f,3ebb7305e7395efa,
fit_c400ffd6735d4e9c1931,False,3521a351769ee11f,infeasible,voltage,,9.29771753144183,0.0,voltage,voltage,0.0,2.329093117326944,5.112302699999418,1474,1.438107684338647e-12,4.716298212459044e-11,,-9.995801929230108e-16,0.037336577790333184,0.0,fit_c400ffd6735d4e9c1931,True,3521a351769ee11f,3ebb7305e7395efa,
fit_fccf806eae46bc885c7d,True,da73355291888561,infeasible,voltage,,9.56741067483664,0.0,voltage,voltage,0.0,2.6322441883451884,4.982567699975334,1532,2.5776488376262684e-12,8.505753120961569e-11,,-1.369347343849192e-16,0.02653236299326365,0.0,fit_fccf806eae46bc885c7d,True,da73355291888561,3ebb7305e7395efa,
fit_c400ffd6735d4e9c1931,True,3521a351769ee11f,infeasible,voltage,,9.29771753144183,0.0,voltage,voltage,0.0,2.329093117326944,5.112302699999418,1474,1.438107684338647e-12,4.716298212459044e-11,,-9.995801929230108e-16,0.037336577790333184,0.0,fit_c400ffd6735d4e9c1931,True,3521a351769ee11f,3ebb7305e7395efa,
fit_bce45b5bf605aa8e2789,False,c413285042cefa35,infeasible,voltage,,9.75389187353194,0.0,voltage,voltage,0.0,2.8549528928082166,5.183874999987893,1662,2.4002708027769572e-11,3.208390791356609e-10,,4.755310728521422e-16,0.02492616371704132,0.0,fit_bce45b5bf605aa8e2789,True,c413285042cefa35,3ebb7305e7395efa,
q1_fccf806eae46bc885c7d,False,da73355291888561,infeasible,voltage,,9.56741067483664,0.0,voltage,voltage,0.0,2.6322441883451884,4.964122599980328,1532,2.5776488376262684e-12,8.505753120961569e-11,,-1.369347343849192e-16,0.02653236299326365,0.0,q1_fccf806eae46bc885c7d,True,da73355291888561,3ebb7305e7395efa,
fit_4db730a92a0f6b64e744,False,5d17eaff56e3f8ba,infeasible,voltage,,9.435831117447192,0.0,voltage,voltage,0.0,2.481718019704529,5.089683400001377,1620,9.25660447369192e-12,2.7675311468289186e-10,,-6.977383081030464e-16,0.03648748562539291,0.0,fit_4db730a92a0f6b64e744,True,5d17eaff56e3f8ba,3ebb7305e7395efa,
q1_c400ffd6735d4e9c1931,False,3521a351769ee11f,infeasible,voltage,,9.29771753144183,0.0,voltage,voltage,0.0,2.329093117326944,5.11639290000312,1474,1.438107684338647e-12,4.716298212459044e-11,,-9.995801929230108e-16,0.037336577790333184,0.0,q1_c400ffd6735d4e9c1931,True,3521a351769ee11f,3ebb7305e7395efa,
q1_1d6921587ff95883a631,False,e6a4e74452abbe6f,infeasible,voltage,,9.753907559445338,0.0,voltage,voltage,0.0,2.854956267056521,5.139574599976186,1680,2.157669986268047e-11,3.248955004301365e-10,,-3.18104917407247e-16,0.02492619918016577,0.0,q1_1d6921587ff95883a631,True,e6a4e74452abbe6f,3ebb7305e7395efa,
q1_c8f10b16a47687ad414a,False,a93eb0bb7bca648f,infeasible,voltage,,9.435835954244808,0.0,voltage,voltage,0.0,2.4817241525965925,4.9631159999989904,1571,2.440016470169822e-12,3.072051152050298e-10,,1.2321957690297758e-16,0.03648701494187063,0.0,q1_c8f10b16a47687ad414a,True,a93eb0bb7bca648f,3ebb7305e7395efa,
q1_edde2f18e48cc0e2a1c0,False,68f81fcb8bb4c23a,unresolved,horizon,,36.5999999999999,0.0,horizon,unresolved,0.0,6.602212146843997,6.662676099978853,2288,6.201092394925187e-12,2.148140797509384e-09,,0.4993251755341037,0.20044884370340713,0.0,q1_edde2f18e48cc0e2a1c0,True,68f81fcb8bb4c23a,f5c7f9d961f8bbfd,
fit_4b8cd07b2d13a3767299,False,b2076f82d2f940d9,infeasible,voltage,,9.467682055804632,0.0,voltage,voltage,0.0,2.5176584445651278,5.038322000007611,1477,7.744363426734851e-12,9.098362296284979e-11,,-9.924244585846065e-16,0.02475573586839305,0.0,fit_4b8cd07b2d13a3767299,True,b2076f82d2f940d9,6bcc534b8de6aeda,
fit_82e219e62f20d969dcf3,False,69ee69e2ec8830fd,infeasible,voltage,,9.645829597476487,0.0,voltage,voltage,0.0,2.724697776883701,5.070797299966216,1581,3.39966119329081e-12,1.6122676215787352e-09,,2.030168567979107e-16,0.02313729303056495,0.0,fit_82e219e62f20d969dcf3,True,69ee69e2ec8830fd,6bcc534b8de6aeda,
fit_cb71ffbe33c4fc00bdb6,False,f04d5bd8b7e18211,unresolved,horizon,,36.6,0.0,horizon,unresolved,0.0,6.423887132466776,7.437166300020181,2309,4.882298204119271e-12,2.1736506062128203e-10,,0.5212020342409349,0.1363814461622034,0.0,fit_cb71ffbe33c4fc00bdb6,True,f04d5bd8b7e18211,6bcc534b8de6aeda,
fit_578beec722d380a8bf72,False,cf4376961545ff0c,unresolved,horizon,,36.6,0.0,horizon,unresolved,0.0,6.423801798091303,7.5056248000473715,2403,4.207274293529514e-11,3.3132481685657704e-09,,0.5789713631839554,0.07399993666825763,0.0,fit_578beec722d380a8bf72,True,cf4376961545ff0c,6bcc534b8de6aeda,
fit_5e664610b7d3e97e49b2,False,683ce9cbb218c93c,infeasible,voltage,,9.198058807246813,0.0,voltage,voltage,0.0,2.221578784684848,4.291519899968989,1310,2.423710915089202e-12,1.0712519474771402e-10,,1.0023449084628488e-16,0.035044560797886155,0.0,fit_5e664610b7d3e97e49b2,True,683ce9cbb218c93c,6bcc534b8de6aeda,
fit_4b8cd07b2d13a3767299,True,b2076f82d2f940d9,infeasible,voltage,,9.467682055804632,0.0,voltage,voltage,0.0,2.5176584445651278,5.038322000007611,1477,7.744363426734851e-12,9.098362296284979e-11,,-9.924244585846065e-16,0.02475573586839305,0.0,fit_4b8cd07b2d13a3767299,True,b2076f82d2f940d9,6bcc534b8de6aeda,
fit_5e664610b7d3e97e49b2,True,683ce9cbb218c93c,infeasible,voltage,,9.198058807246813,0.0,voltage,voltage,0.0,2.221578784684848,4.291519899968989,1310,2.423710915089202e-12,1.0712519474771402e-10,,1.0023449084628488e-16,0.035044560797886155,0.0,fit_5e664610b7d3e97e49b2,True,683ce9cbb218c93c,6bcc534b8de6aeda,
fit_8311a00d039f201eedfd,False,f29faee44d953cb8,infeasible,voltage,,9.336419940109254,0.0,voltage,voltage,0.0,2.371515771923563,4.481370399997104,1366,3.595649525198125e-12,2.594237792067921e-10,,-2.8406096919120216e-16,0.0342759641308483,0.0,fit_8311a00d039f201eedfd,True,f29faee44d953cb8,6bcc534b8de6aeda,
fit_82e219e62f20d969dcf3,True,69ee69e2ec8830fd,infeasible,voltage,,9.645829597476487,0.0,voltage,voltage,0.0,2.724697776883701,5.070797299966216,1581,3.39966119329081e-12,1.6122676215787352e-09,,2.030168567979107e-16,0.02313729303056495,0.0,fit_82e219e62f20d969dcf3,True,69ee69e2ec8830fd,6bcc534b8de6aeda,
fit_8311a00d039f201eedfd,True,f29faee44d953cb8,infeasible,voltage,,9.336419940109254,0.0,voltage,voltage,0.0,2.371515771923563,4.481370399997104,1366,3.595649525198125e-12,2.594237792067921e-10,,-2.8406096919120216e-16,0.0342759641308483,0.0,fit_8311a00d039f201eedfd,True,f29faee44d953cb8,6bcc534b8de6aeda,
fit_72a6af62951182e2840d,False,5f5d06db81cf1515,unresolved,horizon,,36.5999999999999,0.0,horizon,unresolved,0.0,6.60222872887571,6.6910522999824025,2150,5.63753951686546e-12,2.3997516174794485e-10,,0.41983124636415514,0.24047196881787983,0.0,fit_72a6af62951182e2840d,True,5f5d06db81cf1515,6bcc534b8de6aeda,
fit_cb71ffbe33c4fc00bdb6,True,f04d5bd8b7e18211,unresolved,horizon,,36.6,0.0,horizon,unresolved,0.0,6.423887132466776,7.437166300020181,2309,4.882298204119271e-12,2.1736506062128203e-10,,0.5212020342409349,0.1363814461622034,0.0,fit_cb71ffbe33c4fc00bdb6,True,f04d5bd8b7e18211,6bcc534b8de6aeda,
fit_72a6af62951182e2840d,True,5f5d06db81cf1515,unresolved,horizon,,36.5999999999999,0.0,horizon,unresolved,0.0,6.60222872887571,6.6910522999824025,2150,5.63753951686546e-12,2.3997516174794485e-10,,0.41983124636415514,0.24047196881787983,0.0,fit_72a6af62951182e2840d,True,5f5d06db81cf1515,6bcc534b8de6aeda,
fit_375d58b435449a0acef3,False,68f81fcb8bb4c23a,unresolved,horizon,,36.5999999999999,0.0,horizon,unresolved,0.0,6.602212146843997,7.01930889999494,2288,6.201092394925187e-12,2.148140797509384e-09,,0.4993251755341037,0.20044884370340713,0.0,fit_375d58b435449a0acef3,True,68f81fcb8bb4c23a,6bcc534b8de6aeda,
fit_578beec722d380a8bf72,True,cf4376961545ff0c,unresolved,horizon,,36.6,0.0,horizon,unresolved,0.0,6.423801798091303,7.5056248000473715,2403,4.207274293529514e-11,3.3132481685657704e-09,,0.5789713631839554,0.07399993666825763,0.0,fit_578beec722d380a8bf72,True,cf4376961545ff0c,6bcc534b8de6aeda,
fit_375d58b435449a0acef3,True,68f81fcb8bb4c23a,unresolved,horizon,,36.5999999999999,0.0,horizon,unresolved,0.0,6.602212146843997,7.01930889999494,2288,6.201092394925187e-12,2.148140797509384e-09,,0.4993251755341037,0.20044884370340713,0.0,fit_375d58b435449a0acef3,True,68f81fcb8bb4c23a,6bcc534b8de6aeda,
fit_3da63551a46573d9c3c1,False,fd453cffbe11f6ea,infeasible,voltage,,9.648718819005879,0.0,voltage,voltage,0.0,2.7281300367947616,5.065115900011733,1581,2.087843120217539e-12,2.444458068294784e-10,,-7.237049501340742e-17,0.023183329569661234,0.0,fit_3da63551a46573d9c3c1,True,fd453cffbe11f6ea,6bcc534b8de6aeda,
fit_fa565545130b4fadf1c1,False,0707ede2b246c4d4,infeasible,voltage,,9.470337434081937,0.0,voltage,voltage,0.0,2.520698253715852,6.030570200004149,1677,2.41323786819379e-11,5.177442186948295e-11,,-1.0997604736606714e-15,0.02480231600839385,0.0,fit_fa565545130b4fadf1c1,True,0707ede2b246c4d4,6bcc534b8de6aeda,
fit_de598454facac7ae8b12,False,722348b1e7ce0ffb,infeasible,voltage,,9.33922714236557,0.0,voltage,voltage,0.0,2.374576281077564,4.9167503999779,1453,1.3089522014481972e-11,2.7121374251387374e-10,,-1.9878846832521724e-16,0.03433574130167259,0.0,fit_de598454facac7ae8b12,True,722348b1e7ce0ffb,6bcc534b8de6aeda,
fit_fce2d4a28fd54e1ff4e0,False,db8555abc7ec9a86,infeasible,voltage,,9.200477011132245,0.0,voltage,voltage,0.0,2.2241440174311435,4.9372377000399865,1404,2.90621172875963e-12,8.018015991188997e-11,,-6.16911036144252e-17,0.03509911863749791,0.0,fit_fce2d4a28fd54e1ff4e0,True,db8555abc7ec9a86,6bcc534b8de6aeda,
fit_af3fa726bc4eb295c3e6,False,8a2b5e0b53fdcdf1,unresolved,horizon,,36.6,0.0,horizon,unresolved,0.0,6.423889108727535,7.751100499997847,2455,3.32870501933198e-12,9.276684739706303e-11,,0.5224843408241651,0.1364266554170015,0.0,fit_af3fa726bc4eb295c3e6,True,8a2b5e0b53fdcdf1,6bcc534b8de6aeda,
fit_6ccc3b1f3e4000635683,False,5527830f7f63fdb1,unresolved,horizon,,36.6,0.0,horizon,unresolved,0.0,6.423864855455,8.164465499983635,2489,6.508810683930498e-12,2.179136450925007e-09,,0.5802014572938462,0.07414789781778769,0.0,fit_6ccc3b1f3e4000635683,True,5527830f7f63fdb1,6bcc534b8de6aeda,
fit_9075899b2367bc743b1a,False,e6a4e74452abbe6f,infeasible,voltage,,9.753907559445338,0.0,voltage,voltage,0.0,2.854956267056521,5.4934733000118285,1680,2.157669986268047e-11,3.248955004301365e-10,,-3.18104917407247e-16,0.02492619918016577,0.0,fit_9075899b2367bc743b1a,True,e6a4e74452abbe6f,6bcc534b8de6aeda,
fit_4609a540b45a66eb1767,False,fc3e6853cb460bca,infeasible,voltage,,9.56741930974255,0.0,voltage,voltage,0.0,2.6322304384127557,5.039403999981005,1476,4.358356992666205e-12,8.501534064131383e-11,,7.308606844724785e-16,0.02653268725215167,0.0,fit_4609a540b45a66eb1767,True,fc3e6853cb460bca,6bcc534b8de6aeda,
fit_7198118d22a7433a2e17,False,b752ed04b66ce7ec,unresolved,horizon,,36.5999999999999,0.0,horizon,unresolved,0.0,6.602182516980976,6.440326200041454,2156,6.288511653742319e-12,5.596058662025176e-11,,0.4210813448081167,0.24049309244500203,0.0,fit_7198118d22a7433a2e17,True,b752ed04b66ce7ec,6bcc534b8de6aeda,
fit_c64e0b441aed8c289dee,False,90a6a54baab8368b,unresolved,horizon,,36.5999999999999,0.0,horizon,unresolved,0.0,6.602236491939211,6.552831000008155,2252,4.6082463765209386e-12,6.762216021611434e-10,,0.5005278024502248,0.2005583578485316,0.0,fit_c64e0b441aed8c289dee,True,90a6a54baab8368b,6bcc534b8de6aeda,
fit_f2f7fe4a8cb9fa9547fa,False,a93eb0bb7bca648f,infeasible,voltage,,9.435835954244808,0.0,voltage,voltage,0.0,2.4817241525965925,5.228253200009931,1571,2.440016470169822e-12,3.072051152050298e-10,,1.2321957690297758e-16,0.03648701494187063,0.0,fit_f2f7fe4a8cb9fa9547fa,True,a93eb0bb7bca648f,6bcc534b8de6aeda,
fit_9075899b2367bc743b1a,True,e6a4e74452abbe6f,infeasible,voltage,,9.753907559445338,0.0,voltage,voltage,0.0,2.854956267056521,5.4934733000118285,1680,2.157669986268047e-11,3.248955004301365e-10,,-3.18104917407247e-16,0.02492619918016577,0.0,fit_9075899b2367bc743b1a,True,e6a4e74452abbe6f,6bcc534b8de6aeda,
fit_f2f7fe4a8cb9fa9547fa,True,a93eb0bb7bca648f,infeasible,voltage,,9.435835954244808,0.0,voltage,voltage,0.0,2.4817241525965925,5.228253200009931,1571,2.440016470169822e-12,3.072051152050298e-10,,1.2321957690297758e-16,0.03648701494187063,0.0,fit_f2f7fe4a8cb9fa9547fa,True,a93eb0bb7bca648f,6bcc534b8de6aeda,
fit_782e3cb0eda824e3e0cd,False,86088ade84ce5f1a,infeasible,voltage,,9.297752209133114,0.0,voltage,voltage,0.0,2.3291110971747826,5.479235900042113,1522,2.0208464885314254e-12,3.5765462897540887e-11,,-3.5122729377667916e-16,0.037337562432240616,0.0,fit_782e3cb0eda824e3e0cd,True,86088ade84ce5f1a,6bcc534b8de6aeda,
fit_4609a540b45a66eb1767,True,fc3e6853cb460bca,infeasible,voltage,,9.56741930974255,0.0,voltage,voltage,0.0,2.6322304384127557,5.039403999981005,1476,4.358356992666205e-12,8.501534064131383e-11,,7.308606844724785e-16,0.02653268725215167,0.0,fit_4609a540b45a66eb1767,True,fc3e6853cb460bca,6bcc534b8de6aeda,
fit_782e3cb0eda824e3e0cd,True,86088ade84ce5f1a,infeasible,voltage,,9.297752209133114,0.0,voltage,voltage,0.0,2.3291110971747826,5.479235900042113,1522,2.0208464885314254e-12,3.5765462897540887e-11,,-3.5122729377667916e-16,0.037337562432240616,0.0,fit_782e3cb0eda824e3e0cd,True,86088ade84ce5f1a,6bcc534b8de6aeda,
fit_cab0ab4fb2ec0de6dfb6,False,4e5a34cadb28db55,infeasible,voltage,,9.75638800329703,0.0,voltage,voltage,0.0,2.8580014457230942,4.881000499997754,1511,3.466733700541022e-11,6.180674252330407e-10,,2.4600547293696096e-16,0.024968992080872585,0.0,fit_cab0ab4fb2ec0de6dfb6,True,4e5a34cadb28db55,6bcc534b8de6aeda,
fit_9d88e01253eee2024265,False,d51203700939e2e4,unresolved,horizon,,36.6,0.0,horizon,unresolved,0.0,6.423848735141616,7.095514900051057,2340,7.748979920652559e-12,1.3911661119461898e-09,,0.5655679497594638,0.07239420368154087,0.0,fit_9d88e01253eee2024265,True,d51203700939e2e4,6bcc534b8de6aeda,
fit_a9eebc4d229180a3f2af,False,0f2ba5c6f76609bb,infeasible,voltage,,9.5697789467366,0.0,voltage,voltage,0.0,2.6350117235326422,5.523286300012842,1608,9.379411251156e-12,2.7427623105280295e-11,,-1.2555061157382141e-16,0.026575872336548144,0.0,fit_a9eebc4d229180a3f2af,True,0f2ba5c6f76609bb,6bcc534b8de6aeda,
fit_8a1f3b054a1cc59800c4,False,14aadeb6c18c5d5b,unresolved,horizon,,36.6,0.0,horizon,unresolved,0.0,6.423776368539306,8.147549500048626,2527,3.212957959427986e-12,2.9309455079926236e-10,,0.5171187551728781,0.13623971581108518,0.0,fit_8a1f3b054a1cc59800c4,True,14aadeb6c18c5d5b,6bcc534b8de6aeda,
fit_2380f81bfd95942619b0,False,1ce6d884ec9b2e63,infeasible,voltage,,9.43795836516903,0.0,voltage,voltage,0.0,2.4841109977031883,5.082667200011201,1520,3.0570394094747716e-12,3.424856958470783e-10,,-7.389379906574955e-16,0.03653714343845776,0.0,fit_2380f81bfd95942619b0,True,1ce6d884ec9b2e63,6bcc534b8de6aeda,
fit_87597ee6b04a80cb6764,False,659cfa9bef049a1f,infeasible,voltage,,9.300068773058461,0.0,voltage,voltage,0.0,2.3316369725494535,4.973410899983719,1448,2.119850934673105e-12,2.7702042233667907e-11,,-4.791631501299687e-16,0.03739005160791064,0.0,fit_87597ee6b04a80cb6764,True,659cfa9bef049a1f,6bcc534b8de6aeda,
fit_e4d5a4e6372008df1d15,False,4e498dcecbfec163,unresolved,horizon,,36.5999999999999,0.0,horizon,unresolved,0.0,6.602140793339631,6.444812000030652,2111,1.1349305942276001e-12,9.67015810957059e-11,,0.4158446690076995,0.24040292924120601,0.0,fit_e4d5a4e6372008df1d15,True,4e498dcecbfec163,6bcc534b8de6aeda,
fit_8a1f3b054a1cc59800c4,True,14aadeb6c18c5d5b,unresolved,horizon,,36.6,0.0,horizon,unresolved,0.0,6.423776368539306,8.147549500048626,2527,3.212957959427986e-12,2.9309455079926236e-10,,0.5171187551728781,0.13623971581108518,0.0,fit_8a1f3b054a1cc59800c4,True,14aadeb6c18c5d5b,6bcc534b8de6aeda,
fit_e4d5a4e6372008df1d15,True,4e498dcecbfec163,unresolved,horizon,,36.5999999999999,0.0,horizon,unresolved,0.0,6.602140793339631,6.444812000030652,2111,1.1349305942276001e-12,9.67015810957059e-11,,0.4158446690076995,0.24040292924120601,0.0,fit_e4d5a4e6372008df1d15,True,4e498dcecbfec163,6bcc534b8de6aeda,
fit_08d29f1271750e956fc9,False,7be58b72d79798d0,unresolved,horizon,,36.5999999999999,0.0,horizon,unresolved,0.0,6.602235266540078,6.689271599985659,2323,1.146202812867361e-11,2.3949399174834056e-09,,0.4865143030834808,0.1992348497520671,0.0,fit_08d29f1271750e956fc9,True,7be58b72d79798d0,6bcc534b8de6aeda,
fit_9d88e01253eee2024265,True,d51203700939e2e4,unresolved,horizon,,36.6,0.0,horizon,unresolved,0.0,6.423848735141616,7.095514900051057,2340,7.748979920652559e-12,1.3911661119461898e-09,,0.5655679497594638,0.07239420368154087,0.0,fit_9d88e01253eee2024265,True,d51203700939e2e4,6bcc534b8de6aeda,
fit_08d29f1271750e956fc9,True,7be58b72d79798d0,unresolved,horizon,,36.5999999999999,0.0,horizon,unresolved,0.0,6.602235266540078,6.689271599985659,2323,1.146202812867361e-11,2.3949399174834056e-09,,0.4865143030834808,0.1992348497520671,0.0,fit_08d29f1271750e956fc9,True,7be58b72d79798d0,6bcc534b8de6aeda,
q1_9075899b2367bc743b1a,False,e6a4e74452abbe6f,infeasible,voltage,,9.753907559445338,0.0,voltage,voltage,0.0,2.854956267056521,5.434068500006106,1680,2.157669986268047e-11,3.248955004301365e-10,,-3.18104917407247e-16,0.02492619918016577,0.0,q1_9075899b2367bc743b1a,True,e6a4e74452abbe6f,6bcc534b8de6aeda,
q1_4609a540b45a66eb1767,False,fc3e6853cb460bca,infeasible,voltage,,9.56741930974255,0.0,voltage,voltage,0.0,2.6322304384127557,4.997120400017593,1476,4.358356992666205e-12,8.501534064131383e-11,,7.308606844724785e-16,0.02653268725215167,0.0,q1_4609a540b45a66eb1767,True,fc3e6853cb460bca,6bcc534b8de6aeda,
fit_33863f15e07289c27637,False,8523b2a4b17a75e1,unresolved,horizon,,36.6,0.0,horizon,unresolved,0.0,6.423890632270314,7.581837699981406,2448,2.9364096583352597e-12,1.878211171709555e-10,,0.5183971573261299,0.13628840899888997,0.0,fit_33863f15e07289c27637,True,8523b2a4b17a75e1,6bcc534b8de6aeda,
fit_4f72a4ad269d2125303f,False,22d458d072a32320,unresolved,horizon,,36.6,0.0,horizon,unresolved,0.0,6.423915234737717,7.812152700033039,2514,5.2644782173113586e-11,1.986585301070012e-09,,0.5668067379507618,0.07253870141030667,0.0,fit_4f72a4ad269d2125303f,True,22d458d072a32320,6bcc534b8de6aeda,
q1_f2f7fe4a8cb9fa9547fa,False,a93eb0bb7bca648f,infeasible,voltage,,9.435835954244808,0.0,voltage,voltage,0.0,2.4817241525965925,5.179641499998979,1571,2.440016470169822e-12,3.072051152050298e-10,,1.2321957690297758e-16,0.03648701494187063,0.0,q1_f2f7fe4a8cb9fa9547fa,True,a93eb0bb7bca648f,6bcc534b8de6aeda,
q1_782e3cb0eda824e3e0cd,False,86088ade84ce5f1a,infeasible,voltage,,9.297752209133114,0.0,voltage,voltage,0.0,2.3291110971747826,5.471940300019924,1522,2.0208464885314254e-12,3.5765462897540887e-11,,-3.5122729377667916e-16,0.037337562432240616,0.0,q1_782e3cb0eda824e3e0cd,True,86088ade84ce5f1a,6bcc534b8de6aeda,
fit_7dbcdc19bb59f06a069f,False,bae9676eb19f5e3e,unresolved,horizon,,36.5999999999999,0.0,horizon,unresolved,0.0,6.602264704065408,6.150547500001267,2166,2.4489040098724136e-12,8.302873240412827e-11,,0.41709484451035983,0.24042799971066797,0.0,fit_7dbcdc19bb59f06a069f,True,bae9676eb19f5e3e,6bcc534b8de6aeda,
fit_cce3b6b55d6398bde3a1,False,0932fb8c6688a6e2,unresolved,horizon,,36.5999999999999,0.0,horizon,unresolved,0.0,6.602280116665769,6.3275022999732755,2138,3.7909445012597466e-12,2.182246782060805e-09,,0.48768222453554616,0.19934579164539004,0.0,fit_cce3b6b55d6398bde3a1,True,0932fb8c6688a6e2,6bcc534b8de6aeda,
fit_845f46887ab9ce9cc882,False,1e188de91d6475af,unresolved,horizon,,36.6,0.0,horizon,unresolved,0.0,6.423857391783049,7.431084299983922,2386,7.410871658314796e-12,8.100316190048505e-10,,0.564543698296471,0.07226379547793922,0.0,fit_845f46887ab9ce9cc882,True,1e188de91d6475af,6bcc534b8de6aeda,
q1_8a1f3b054a1cc59800c4,False,14aadeb6c18c5d5b,unresolved,horizon,,36.6,0.0,horizon,unresolved,0.0,6.423776368539306,8.078515100001823,2527,3.212957959427986e-12,2.9309455079926236e-10,,0.5171187551728781,0.13623971581108518,0.0,q1_8a1f3b054a1cc59800c4,True,14aadeb6c18c5d5b,6bcc534b8de6aeda,
q1_e4d5a4e6372008df1d15,False,4e498dcecbfec163,unresolved,horizon,,36.5999999999999,0.0,horizon,unresolved,0.0,6.602140793339631,6.404084200039506,2111,1.1349305942276001e-12,9.67015810957059e-11,,0.4158446690076995,0.24040292924120601,0.0,q1_e4d5a4e6372008df1d15,True,4e498dcecbfec163,6bcc534b8de6aeda,
