t_s,observed_K_s,model_K_s
0.0,0.006131896481344411,-0.04666024547631003
0.2,0.006367255322998934,-0.03892618624999057
0.4,0.006529029255175648,-0.033611516564037186
0.6,0.006617832542212831,-0.030383830908536687
0.8,0.0066785046372340685,-0.027511914110094043
1.0,0.006738307956536101,-0.02551938367631931
1.2,0.007047281709030622,-0.015046580089058023
1.4,0.007033439228687335,-0.015454588597128959
1.6,0.007006880990175398,-0.01553542323883862
1.8,0.0069942129489946134,-0.015421538376023614
2.0,0.006986939844913144,-0.014900603077609985
2.2,0.0070066016450608054,-0.014365286767923365
2.4,0.007014275299704179,-0.01430290060655456
2.6,0.007026114928364276,-0.0138744916807898
2.8,0.007027466621529853,-0.01378644288103464
3.0,0.007014849054343937,-0.013442765256364612
3.2,0.006990137438114274,-0.013377590423587871
3.4,0.006948103682735987,-0.013135809616918539
3.6,0.006900942511138712,-0.012971351476504155
3.8,0.006839953986125347,-0.012840710680680992
4.0,0.006765177822113895,-0.012703794619049321
4.2,0.006714970549392358,-0.012103474392338822
4.4,0.006676496048999783,-0.01163823208928326
4.6,0.006674167294510205,-0.011660158345556646
4.8,0.006641710718015307,-0.011391338132727667
5.0,0.0066250021363310155,-0.011035424440187895
5.2,0.006634387011160603,-0.01048971527927136
5.4,0.0067982388547815995,-0.008347819140689305
5.6,0.00736981213193149,-0.004068039216325013
5.8,0.00856978723468884,0.002078169581371273
6.0,0.010657874026356725,0.011060349441628474
6.2,0.013853711156215972,0.02169714689507723
6.4,0.01811741787037943,0.03241836149390987
6.6,0.023331684241181865,0.04329273969388193
6.8,0.029408542698362475,0.05399639531812026
7.0,0.036207220974965225,0.06409109464555308
7.2,0.043555553395260696,0.07316814307129547
7.4,0.0512068732543434,0.08044842287673086
7.6,0.059004485882682464,0.08748493838107135
7.8,0.06704686051497252,0.09552024068241022
8.0,0.07533818145700653,0.10302255088670845
8.2,0.08386963527861674,0.11157206930262963
8.4,0.09266491894655246,0.12002207824031606
8.6,0.10154397092937921,0.12741560183811612
8.8,0.1148939851859715,0.138251572743037
9.0,0.11910911068347861,0.14171555231938238
