t_s,observed_K_s,model_K_s
9.2,0.12774909178638946,0.14863031985936018
9.4,0.13627363092225073,0.15586626085903973
9.6,0.14467974081330942,0.16278557705003188
9.8,0.15302321523611256,0.1706993083349743
10.0,0.1614213064879885,0.17895982121145917
10.2,0.16982652527925135,0.18683036032596465
10.4,0.17824971850291865,0.19526424415836716
10.6,0.18668653975986166,0.20320903531965026
10.8,0.1950797868299009,0.2111026482382631
11.0,0.20336397580319485,0.21838565281838915
11.2,0.2116495342333566,0.22727010611313334
11.4,0.22002952318042326,0.23567499899899316
11.6,0.22844078600638174,0.24429986011173802
11.8,0.23691166309048983,0.25307815575110787
12.0,0.2453178480656555,0.2615553734596787
12.2,0.25351516182916695,0.2692085116107812
12.4,0.26137046959289373,0.27601629380504333
12.6,0.26887483462539347,0.283028869848491
12.8,0.2759488680722151,0.28817455292048516
13.0,0.28233440558417877,0.2910965858006536
13.2,0.2876673293493382,0.2903219330266909
13.4,0.29181093872933056,0.2889856257602524
13.6,0.2947964222428533,0.28534068598925033
13.8,0.29658490610520855,0.2805866060727726
14.0,0.2973838478541698,0.27523214981019495
14.2,0.2971584337736517,0.2671474868471233
14.4,0.2959625443145133,0.25923625989699944
14.6,0.2941541089439257,0.2525559933786959
14.8,0.29209936109677426,0.2481104923969686
15.0,0.2900797172095836,0.24521179463047466
15.2,0.28823059513451743,0.2436992500515918
15.4,0.2865352446342066,0.2422639706570495
15.6,0.2849162215924367,0.24161494782305826
15.8,0.28338298068850076,0.24172129775175655
16.0,0.281881490546496,0.24208690162749189
16.2,0.28039776656440357,0.2426942516666631
16.4,0.27889177122448633,0.24210323117677332
16.6,0.27653793514211256,0.24062200775261663
16.8,0.27571302209343446,0.240036792485766
17.0,0.27406144089137824,0.23836728284054898
17.2,0.2723326032005181,0.2367691052583221
17.4,0.2705654807670186,0.23546926408953195
17.6,0.26880006369844756,0.23439189329420884
17.8,0.2670404704652474,0.23325279164909096
18.0,0.26530941312673134,0.2324696645943465
18.2,0.2636210238332397,0.23149403733359633
18.4,0.26195597900195816,0.23053772258753388
18.6,0.2603343702978955,0.22967838041877012
18.8,0.25877601205480666,0.22887758880691003
19.0,0.2572761579822791,0.22794212087783164
19.2,0.2558135686545469,0.22681561654346935
19.4,0.2543586654324553,0.22546090634625182
19.6,0.2529046963798513,0.22415815787650156
19.8,0.25149816091398997,0.22327009878314324
20.0,0.2501305557576837,0.22204169071330834
20.2,0.24876750680373672,0.22085052216119755
20.4,0.24741519163331305,0.21968080630220213
20.6,0.2460675860883425,0.21857162154125334
20.8,0.24475010913136366,0.21776790123196937
21.0,0.24346154524289937,0.21686330146354965
21.2,0.24218477697610646,0.21595378563007916
21.4,0.24090259910266937,0.2148591732830482
21.6,0.2395891603657737,0.21367342117056595
21.8,0.23824963872759258,0.2125571540386061
22.0,0.23692049066511334,0.21176491922012572
22.2,0.23558205530157098,0.21057471523841342
22.4,0.23424986762295513,0.20989845760188955
22.6,0.2329499276826413,0.20897826621480214
22.8,0.23161589865148782,0.2076770495339468
23.0,0.23029302930273365,0.20712332539385214
23.2,0.22911917951772612,0.20769550673073678
23.4,0.22834363612644396,0.21066030461333843
23.6,0.22823534353028163,0.21576096594669086
23.8,0.22902392766368063,0.223460956549251
24.0,0.23100751788439347,0.23440097963064624
24.2,0.23432841558880674,0.24682097158435867
24.4,0.23880627371298568,0.25873079491450424
24.6,0.2442758978899838,0.27123678763082576
24.8,0.25061551223892053,0.2833416773566478
25.0,0.25753703272879347,0.29398770541024827
25.2,0.2647646126038984,0.3033336958621573
25.4,0.272040102944277,0.31124193896494023
25.6,0.2792435682450542,0.31889936830709853
25.8,0.2864583483704791,0.32721601032611747
26.0,0.29376926965784184,0.33612787144839634
26.2,0.3012915237243114,0.34615236378177405
26.4,0.30895635494840645,0.3549126683349058
26.6,0.3165236625080304,0.36234693505106375
26.8,0.3239309214771802,0.3697058665155811
27.0,0.33117264531476387,0.3766150448506771
27.2,0.338018107416587,0.38077880104174533
27.4,0.34412173890542624,0.38200414052218107
27.6,0.34915285257298667,0.3800825693696886
27.8,0.35292180707847237,0.3762463746084484
28.0,0.3554889051196899,0.3717588437287988
28.2,0.3569767034911918,0.366888601037478
28.4,0.3575128504345148,0.36171184129646905
28.6,0.3570311631825782,0.35423164763566456
28.8,0.35565227513286485,0.348399771316123
29.0,0.3537730998975558,0.3440363528084628
29.2,0.3517451274569034,0.34213902710120736
29.4,0.3497781961294852,0.3406405418917014
29.6,0.34785026574706385,0.338918374049253
29.8,0.3459141629334699,0.3368464180640652
30.0,0.3439622289659532,0.3349115213609639
30.2,0.34203860683900467,0.3332744735469676
30.4,0.3401696271573377,0.3317726537218517
30.6,0.33839429798071735,0.33067710276408097
30.8,0.3366251494090287,0.3282949956385794
31.0,0.3348276275700396,0.32663429190049875
31.2,0.3330423616250398,0.3245639636388033
31.4,0.3312717289498472,0.32300730003303774
31.6,0.329569650107944,0.32159815346644205
31.8,0.32789476272948737,0.31976720783906204
32.0,0.3262154358537434,0.31785901643792996
32.2,0.32363299006281726,0.314747217942028
32.3999999999999,0.32281081104215564,0.3140427148434701
32.6,0.3211631763875843,0.31258619940753446
32.7999999999999,0.3196080325270961,0.3115543389185584
33.0,0.3181164267631272,0.3100290992828623
33.1999999999999,0.3166450240088692,0.30854789431544455
33.3999999999999,0.3151745849903549,0.3066512017804212
33.5999999999999,0.313688724577216,0.30491855410083596
33.7999999999999,0.3122163513977676,0.3032993695560633
33.9999999999999,0.31078320146080096,0.30199365535772293
34.1999999999999,0.30941989790597857,0.30081897410844816
34.3999999999999,0.308100157959417,0.2993424429518228
34.5999999999999,0.3067744542919477,0.2976161469859773
34.7999999999999,0.30542900940841533,0.29583991816468586
34.9999999999999,0.304085328928749,0.2942324546267634
35.1999999999999,0.30275252086972804,0.29263152212101934
35.3999999999999,0.30150536527649907,0.29198503812017845
35.5999999999999,0.3002850261143145,0.2898552364766162
35.7999999999999,0.2996516395065625,0.28879978784080357
35.9999999999999,0.29896579827688585,0.2874872780204391
36.1999999999999,0.2982434089121513,0.28667037995414674
36.3999999999999,0.2975549880811237,0.28632127219448733
36.5999999999999,0.29698543160582386,0.28663817863337004
