t_s,observed_K_s,model_K_s
32.4,0.3216640889917774,0.3008314695619367
32.6,0.32013170306460137,0.2991848386596014
32.8,0.3186895404162502,0.29768843437349723
33.0,0.31730938207212733,0.2960895037530423
33.2,0.31594892520568535,0.29447332442436674
33.4,0.3145893666090935,0.2932766414779291
33.6,0.31321458231888655,0.2916706193088558
33.8,0.3118527512549438,0.2899243978342776
34.0,0.31052907401521707,0.28870062471931784
34.2,0.30927351410824366,0.28762225897642574
34.4,0.30806029816121305,0.28656608347289536
34.6,0.30684081113331,0.2850942515094857
34.8,0.3056014959524988,0.2836535431297147
35.0,0.3043633219007262,0.2824495509223655
35.2,0.30313448094095186,0.28094292367323337
35.4,0.3019878570028311,0.2797079943987101
35.6,0.30086519703487663,0.2781625249198991
35.8,0.3002819044455886,0.27766561587041666
36.0,0.29964666407704316,0.2765610473594026
36.2,0.29897486476603363,0.2757993376546866
36.4,0.29833537838683094,0.2753023005381104
36.6,0.2978110905100254,0.2750210533887662
