t_s,observed_K_s,model_K_s
29.2,0.3487315213912867,0.2946004322778928
29.4,0.34687201922415173,0.2946610979361133
29.6,0.34505298232061565,0.29493735672349275
29.8,0.3432290415118805,0.29416077934521295
30.0,0.3413929538230743,0.29267820087678653
30.2,0.3395876013865015,0.29084158442126834
30.4,0.33783820401476716,0.2894105717718239
30.6,0.33618202957183596,0.28815484327108637
30.8,0.3345330452144115,0.28695238714229093
31.0,0.3328563234233568,0.2853312612018188
31.2,0.33119118940795367,0.28404980333893787
31.4,0.3295401092496583,0.2823642056407978
31.6,0.32795568836296735,0.2810340314530938
31.8,0.3263975887907749,0.2796799953885541
32.0,0.324834959344322,0.2782744833051941
32.2,0.3224288165932341,0.275849424452637
32.4,0.3216640889917774,0.27510139053422045
32.6,0.32013170306460137,0.2734857470140294
32.8,0.3186895404162502,0.2718002411809498
33.0,0.31730938207212733,0.27010975185264097
33.2,0.31594892520568535,0.26844231707973076
33.4,0.3145893666090935,0.2671785210124694
33.6,0.31321458231888655,0.26549965181621515
33.8,0.3118527512549438,0.2638018210558393
34.0,0.31052907401521707,0.26252685654000385
34.2,0.30927351410824366,0.26137721179193085
34.4,0.30806029816121305,0.2603082620581506
34.6,0.30684081113331,0.2587957296140708
34.8,0.3056014959524988,0.2572613305195896
35.0,0.3043633219007262,0.2560749669380247
35.2,0.30313448094095186,0.25450709391351733
35.4,0.3019878570028311,0.253259448847319
35.6,0.30086519703487663,0.25166841761706693
35.8,0.3002819044455886,0.2511408069333825
36.0,0.29964666407704316,0.25006572875016975
36.2,0.29897486476603363,0.2493320044925056
36.4,0.29833537838683094,0.24874708957589922
36.6,0.2978110905100254,0.24852100894237641
